"CU","SiteName","popID","rtnYear","EstClass","MissEscCode","SumSpnEstimates_ADonly","SumSpnEstimates_ADinfilled","NatSpwnAD","NatSpwnJA","NatSpwnUNK","BroodStockAD","BroodStockJA","BroodStockUNK","TotRtnRiver","HatchOriginAD","HatchOriginJA","SumSpnEstimates_withJacks","SumSpnEstimates_pC","Comment","EstClassOrig"
"CK-12","HOLLIDAY CREEK",1207,2016,"RELATIVE ABUNDANCE (TYPE-4)","","22","22","22","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","HOLLIDAY CREEK",1207,2017,"RELATIVE ABUNDANCE (TYPE-4)","","2","2","2","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","HOLLIDAY CREEK",1207,2018,"RELATIVE ABUNDANCE (TYPE-4)","","15","15","15","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","HOLLIDAY CREEK",1207,2019,"INFILL","","","3.5782924144242","","","","","","","","","","","","","QualFiltered"
"CK-12","HOLLIDAY CREEK",1207,2020,"INFILL","","","24.7520929734677","","","","","","","","","","","","","QualFiltered"
"CK-12","HOLLIDAY CREEK",1207,2021,"RELATIVE ABUNDANCE (TYPE-4)","","9","9","9","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","HOLLIDAY CREEK",1207,2022,"RELATIVE ABUNDANCE (TYPE-4)","","26","26","26","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","HUMBUG CREEK",1269,1996,"OtherSource","","5","","5","0","","","","","6","","","","","","OtherSource"
"CK-12","HUMBUG CREEK",1269,2000,"OtherSource","","40","","40","","","","","","","","","","","","OtherSource"
"CK-12","HUMBUG CREEK",1269,2003,"OtherSource","","32","","32","","","","","","32","","","","","","OtherSource"
"CK-11","MITCHELL RIVER",1756,2009,"OtherSource","","2","","2","","","0","","","2","","","","","","OtherSource"
"CK-11","MITCHELL RIVER",1756,2010,"OtherSource","","2","","2","","","","","","2","","","","","","OtherSource"
"CK-11","MITCHELL RIVER",1756,2011,"OtherSource","","0","","0","","","","","","0","","","","","","OtherSource"
"CK-11","MITCHELL RIVER",1756,2012,"QualFiltered","","","","0","","","0","","","0","","","","","","QualFiltered"
"CK-11","MITCHELL RIVER",1756,2013,"RELATIVE ABUNDANCE (TYPE-3)","","0","","0","","","0","","","0","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-11","MITCHELL RIVER",1756,2014,"RELATIVE ABUNDANCE (TYPE-3)","","0","","0","","","","","","0","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-11","MITCHELL RIVER",1756,2017,"RELATIVE ABUNDANCE (TYPE-4)","","0","","0","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-11","MITCHELL RIVER",1756,2018,"RELATIVE ABUNDANCE (TYPE-3)","","0","","0","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-11","MITCHELL RIVER",1756,2019,"RELATIVE ABUNDANCE (TYPE-3)","","0","","0","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-11","MITCHELL RIVER",1756,2020,"RELATIVE ABUNDANCE (TYPE-4)","","0","","0","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-11","MITCHELL RIVER",1756,2021,"RELATIVE ABUNDANCE (TYPE-4)","","0","","0","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-02","NICOMEKL RIVER",1840,1996,"QualFiltered","","","","150","","","","","","","","","","","","QualFiltered"
"CK-02","NICOMEKL RIVER",1840,1997,"QualFiltered","","","","200","","","","","","","","","","","","QualFiltered"
"CK-12","ROBSON RIVER",2076,1996,"OtherSource","","14","","14","","","","","","","","","","","","OtherSource"
"CK-12","ROBSON RIVER",2076,2000,"OtherSource","","22","","22","","","","","","","","","","","","OtherSource"
"CK-02","SERPENTINE RIVER",2168,1996,"QualFiltered","","","","150","","","","","","","","","","","","QualFiltered"
"CK-02","SERPENTINE RIVER",2168,1997,"QualFiltered","","","","250","","","","","","","","","","","","QualFiltered"
"CK-11","SETON RIVER",2178,1975,"QualFiltered","","","","25","","","","","","","","","","","","QualFiltered"
"CK-11","SETON RIVER",2178,1976,"QualFiltered","","","","30","","","","","","","","","","","","QualFiltered"
"CK-11","SETON RIVER",2178,1977,"QualFiltered","","","","70","","","","","","","","","","","","QualFiltered"
"CK-11","SETON RIVER",2178,1978,"QualFiltered","","","","150","","","","","","","","","","","","QualFiltered"
"CK-11","SETON RIVER",2178,1979,"QualFiltered","","","","20","","","","","","","","","","","","QualFiltered"
"CK-11","SETON RIVER",2178,1980,"QualFiltered","","","","75","","","","","","","","","","","","QualFiltered"
"CK-11","SETON RIVER",2178,1981,"QualFiltered","","","","30","","","","","","","","","","","","QualFiltered"
"CK-11","SETON RIVER",2178,1982,"QualFiltered","","","","50","","","","","","","","","","","","QualFiltered"
"CK-11","SETON RIVER",2178,1983,"QualFiltered","","","","24","","","","","","","","","","","","QualFiltered"
"CK-11","SETON RIVER",2178,1984,"QualFiltered","","","","157","","","","","","","","","","","","QualFiltered"
"CK-11","SETON RIVER",2178,1985,"QualFiltered","","","","114","","","","","","","","","","","","QualFiltered"
"CK-11","SETON RIVER",2178,1986,"QualFiltered","","","","105","","","","","","","","","","","","QualFiltered"
"CK-11","SETON RIVER",2178,1987,"QualFiltered","","","","65","","","","","","","","","","","","QualFiltered"
"CK-11","SETON RIVER",2178,1988,"QualFiltered","","","","75","","","","","","","","","","","","QualFiltered"
"CK-11","SETON RIVER",2178,1989,"QualFiltered","","","","115","","","","","","","","","","","","QualFiltered"
"CK-11","SETON RIVER",2178,1990,"QualFiltered","","","","60","","","","","","","","","","","","QualFiltered"
"CK-11","SETON RIVER",2178,1991,"QualFiltered","","","","35","","","","","","","","","","","","QualFiltered"
"CK-11","SETON RIVER",2178,1993,"QualFiltered","","","","150","","","","","","","","","","","","QualFiltered"
"CK-11","SETON RIVER",2178,1994,"QualFiltered","","","","69","","","","","","","","","","","","QualFiltered"
"CK-11","SETON RIVER",2178,2000,"RELATIVE ABUNDANCE (TYPE-4)","","46","","46","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-11","SETON RIVER",2178,2001,"RELATIVE ABUNDANCE (TYPE-4)","","9","","9","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-11","SETON RIVER",2178,2002,"RELATIVE ABUNDANCE (TYPE-4)","","6","","6","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-11","SETON RIVER",2178,2003,"RELATIVE ABUNDANCE (TYPE-4)","","5","","5","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-11","SETON RIVER",2178,2010,"QualFiltered","","","","0","","","","","","","","","","","","QualFiltered"
"CK-11","SETON RIVER",2178,2012,"RELATIVE ABUNDANCE (TYPE-4)","","8","","8","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-11","SETON RIVER",2178,2013,"RELATIVE ABUNDANCE (TYPE-4)","","2","","2","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-11","SETON RIVER",2178,2017,"RELATIVE ABUNDANCE (TYPE-3)","","8","","8","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-11","SETON RIVER",2178,2018,"RELATIVE ABUNDANCE (TYPE-4)","","0","","0","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-11","SETON RIVER",2178,2019,"RELATIVE ABUNDANCE (TYPE-4)","","18","","18","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-11","SETON RIVER",2178,2022,"RELATIVE ABUNDANCE (TYPE-3)","","0","","0","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-12","SUS CREEK",2468,1996,"QualFiltered","","","","2","","","","","","","","","","","","QualFiltered"
"CK-10","SWIFT RIVER",2483,1995,"INFILL","","","1400.61927252548","","","","","","","","","","","","","QualFiltered"
"CK-10","SWIFT RIVER",2483,1996,"INFILL","","","1220.74037502322","","","","","","","","","","","","","QualFiltered"
"CK-10","SWIFT RIVER",2483,1997,"INFILL","","","1088.47507123873","","","","","","","","","","","","","QualFiltered"
"CK-10","SWIFT RIVER",2483,1998,"RELATIVE ABUNDANCE (TYPE-4)","","1727","1727","1727","","","","","","1727","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-10","SWIFT RIVER",2483,1999,"RELATIVE ABUNDANCE (TYPE-4)","","555","555","555","","","","","","555","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-10","SWIFT RIVER",2483,2000,"RELATIVE ABUNDANCE (TYPE-4)","","1054","1054","1054","","","","","","802","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-10","SWIFT RIVER",2483,2001,"RELATIVE ABUNDANCE (TYPE-4)","","625","625","625","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-10","SWIFT RIVER",2483,2002,"RELATIVE ABUNDANCE (TYPE-4)","","952","952","952","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-10","SWIFT RIVER",2483,2003,"RELATIVE ABUNDANCE (TYPE-4)","","889","889","889","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-10","SWIFT RIVER",2483,2004,"RELATIVE ABUNDANCE (TYPE-4)","","1061","1061","1061","","","","","","1061","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-10","SWIFT RIVER",2483,2005,"RELATIVE ABUNDANCE (TYPE-4)","","465","465","465","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-10","SWIFT RIVER",2483,2006,"RELATIVE ABUNDANCE (TYPE-4)","","657","657","657","","","","","","657","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-10","SWIFT RIVER",2483,2007,"RELATIVE ABUNDANCE (TYPE-4)","","281","281","281","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-10","SWIFT RIVER",2483,2008,"RELATIVE ABUNDANCE (TYPE-4)","","205","205","205","","","","","","205","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-10","SWIFT RIVER",2483,2009,"RELATIVE ABUNDANCE (TYPE-4)","","146","146","146","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-10","SWIFT RIVER",2483,2010,"RELATIVE ABUNDANCE (TYPE-4)","","404","404","404","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-10","SWIFT RIVER",2483,2011,"RELATIVE ABUNDANCE (TYPE-4)","","323","323","323","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-10","SWIFT RIVER",2483,2012,"RELATIVE ABUNDANCE (TYPE-4)","","465","465","465","","","0","","","465","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-10","SWIFT RIVER",2483,2013,"RELATIVE ABUNDANCE (TYPE-4)","","425","425","425","","","0","","","425","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-10","SWIFT RIVER",2483,2014,"RELATIVE ABUNDANCE (TYPE-4)","","791","791","791","","","","","","791","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-10","SWIFT RIVER",2483,2015,"RELATIVE ABUNDANCE (TYPE-4)","","603","603","603","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-10","SWIFT RIVER",2483,2016,"RELATIVE ABUNDANCE (TYPE-4)","","337","337","337","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-10","SWIFT RIVER",2483,2017,"RELATIVE ABUNDANCE (TYPE-4)","","149","149","149","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-10","SWIFT RIVER",2483,2018,"RELATIVE ABUNDANCE (TYPE-4)","","123","123","123","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-10","SWIFT RIVER",2483,2019,"RELATIVE ABUNDANCE (TYPE-4)","","72","72","72","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-10","SWIFT RIVER",2483,2020,"RELATIVE ABUNDANCE (TYPE-4)","","234","234","234","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-10","SWIFT RIVER",2483,2021,"RELATIVE ABUNDANCE (TYPE-4)","","297","297","297","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-10","SWIFT RIVER",2483,2022,"RELATIVE ABUNDANCE (TYPE-4)","","474","474","474","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-11","TASEKO RIVER",2507,1996,"OtherSource","","600","600","600","","","","","","","","","","","","OtherSource"
"CK-11","TASEKO RIVER",2507,1998,"OtherSource","","225","225","225","","","","","","","","","","","","OtherSource"
"CK-11","TASEKO RIVER",2507,1999,"INFILL","","","679.346175119626","","","","","","","","","","","","","QualFiltered"
"CK-11","TASEKO RIVER",2507,2000,"RELATIVE ABUNDANCE (TYPE-4)","","428","428","428","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-11","TASEKO RIVER",2507,2001,"RELATIVE ABUNDANCE (TYPE-4)","","712","712","712","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-11","TASEKO RIVER",2507,2002,"INFILL","","","1082.54272012246","","","","","","","","","","","","","QualFiltered"
"CK-11","TASEKO RIVER",2507,2003,"INFILL","","","1766.37982492031","","","","","","","","","","","","","QualFiltered"
"CK-11","TASEKO RIVER",2507,2004,"RELATIVE ABUNDANCE (TYPE-4)","","490","490","490","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-11","TASEKO RIVER",2507,2005,"RELATIVE ABUNDANCE (TYPE-4)","","467","467","467","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-11","TASEKO RIVER",2507,2006,"RELATIVE ABUNDANCE (TYPE-4)","","987","987","987","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-11","TASEKO RIVER",2507,2007,"INFILL","","","432.286712488767","","","","","","","","","","","","","QualFiltered"
"CK-11","TASEKO RIVER",2507,2008,"RELATIVE ABUNDANCE (TYPE-4)","","407","407","407","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-11","TASEKO RIVER",2507,2009,"RELATIVE ABUNDANCE (TYPE-4)","","1124","1124","1124","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-11","TASEKO RIVER",2507,2010,"RELATIVE ABUNDANCE (TYPE-4)","","542","542","542","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-11","TASEKO RIVER",2507,2011,"RELATIVE ABUNDANCE (TYPE-4)","","1291","1291","1291","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-11","TASEKO RIVER",2507,2012,"INFILL","","","346.562299026045","","","","","","","","","","","","","QualFiltered"
"CK-11","TASEKO RIVER",2507,2013,"INFILL","","","415.76753944469","","","","","","","","","","","","","QualFiltered"
"CK-11","TASEKO RIVER",2507,2014,"INFILL","","","1010.29903794261","","","","","","","","","","","","","QualFiltered"
"CK-11","TASEKO RIVER",2507,2015,"RELATIVE ABUNDANCE (TYPE-4)","","789","789","789","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-11","TASEKO RIVER",2507,2016,"RELATIVE ABUNDANCE (TYPE-4)","","343","343","343","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-11","TASEKO RIVER",2507,2017,"RELATIVE ABUNDANCE (TYPE-4)","","538","538","538","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-11","TASEKO RIVER",2507,2018,"RELATIVE ABUNDANCE (TYPE-4)","","1095","1095","1095","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-11","TASEKO RIVER",2507,2019,"RELATIVE ABUNDANCE (TYPE-4)","","265","265","265","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-11","TASEKO RIVER",2507,2020,"RELATIVE ABUNDANCE (TYPE-4)","","1376","1376","1376","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-11","TASEKO RIVER",2507,2021,"RELATIVE ABUNDANCE (TYPE-4)","","786","786","786","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-11","TASEKO RIVER",2507,2022,"INFILL","","","960.468509289761","","","","","","","","","","","","","QualFiltered"
"CK-12","WEST TWIN CREEK",2762,1996,"QualFiltered","","","","60","","","","","","","","","","","","QualFiltered"
"CK-12","WEST TWIN CREEK",2762,1998,"RELATIVE ABUNDANCE (TYPE-4)","","24","","24","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","WEST TWIN CREEK",2762,2000,"RELATIVE ABUNDANCE (TYPE-4)","","34","","34","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","WEST TWIN CREEK",2762,2001,"RELATIVE ABUNDANCE (TYPE-4)","","14","","14","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","WEST TWIN CREEK",2762,2002,"QualFiltered","","","","22","","","","","","","","","","","","QualFiltered"
"CK-12","WEST TWIN CREEK",2762,2003,"RELATIVE ABUNDANCE (TYPE-4)","","108","","108","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","WEST TWIN CREEK",2762,2004,"QualFiltered","","","","40","","","","","","","","","","","","QualFiltered"
"CK-12","WEST TWIN CREEK",2762,2005,"RELATIVE ABUNDANCE (TYPE-4)","","58","","58","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","WEST TWIN CREEK",2762,2006,"RELATIVE ABUNDANCE (TYPE-4)","","75","","75","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","WEST TWIN CREEK",2762,2007,"QualFiltered","","","","14","","","","","","","","","","","","QualFiltered"
"CK-12","WEST TWIN CREEK",2762,2008,"RELATIVE ABUNDANCE (TYPE-4)","","29","","29","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","WEST TWIN CREEK",2762,2009,"RELATIVE ABUNDANCE (TYPE-4)","","102","","102","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","WEST TWIN CREEK",2762,2010,"RELATIVE ABUNDANCE (TYPE-4)","","14","","14","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","WEST TWIN CREEK",2762,2011,"RELATIVE ABUNDANCE (TYPE-4)","","11","","11","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","WEST TWIN CREEK",2762,2012,"RELATIVE ABUNDANCE (TYPE-4)","","28","","28","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","WEST TWIN CREEK",2762,2013,"RELATIVE ABUNDANCE (TYPE-3)","","38","","38","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-12","WEST TWIN CREEK",2762,2014,"RELATIVE ABUNDANCE (TYPE-3)","","60","","60","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-3)"
"CK-12","WEST TWIN CREEK",2762,2015,"RELATIVE ABUNDANCE (TYPE-4)","","15","","15","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","WEST TWIN CREEK",2762,2016,"RELATIVE ABUNDANCE (TYPE-4)","","15","","15","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","WEST TWIN CREEK",2762,2017,"RELATIVE ABUNDANCE (TYPE-4)","","28","","28","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","WEST TWIN CREEK",2762,2018,"RELATIVE ABUNDANCE (TYPE-4)","","32","","32","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","WEST TWIN CREEK",2762,2019,"RELATIVE ABUNDANCE (TYPE-4)","","0","","0","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","WEST TWIN CREEK",2762,2021,"QualFiltered","","","","2","","","","","","","","","","","","QualFiltered"
"CK-12","WEST TWIN CREEK",2762,2022,"RELATIVE ABUNDANCE (TYPE-4)","","23","","23","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","ICE CREEK",3075,1995,"INFILL","","","59.3955042626622","","","","","","","","","","","","","QualFiltered"
"CK-12","ICE CREEK",3075,1996,"INFILL","","","41.5049812887605","","","","","","","","","","","","","QualFiltered"
"CK-12","ICE CREEK",3075,1997,"INFILL","","","44.8482387614751","","","","","","","","","","","","","QualFiltered"
"CK-12","ICE CREEK",3075,1998,"RELATIVE ABUNDANCE (TYPE-4)","","108","108","108","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","ICE CREEK",3075,1999,"RELATIVE ABUNDANCE (TYPE-4)","","43","43","43","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","ICE CREEK",3075,2000,"RELATIVE ABUNDANCE (TYPE-4)","","26","26","26","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","ICE CREEK",3075,2001,"RELATIVE ABUNDANCE (TYPE-4)","","40","40","40","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","ICE CREEK",3075,2002,"RELATIVE ABUNDANCE (TYPE-4)","","83","83","83","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","ICE CREEK",3075,2003,"RELATIVE ABUNDANCE (TYPE-4)","","157","157","157","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","ICE CREEK",3075,2004,"RELATIVE ABUNDANCE (TYPE-4)","","31","31","31","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","ICE CREEK",3075,2005,"RELATIVE ABUNDANCE (TYPE-4)","","31","31","31","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","ICE CREEK",3075,2006,"RELATIVE ABUNDANCE (TYPE-4)","","3","3","3","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","ICE CREEK",3075,2007,"RELATIVE ABUNDANCE (TYPE-4)","","5","5","5","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","ICE CREEK",3075,2008,"RELATIVE ABUNDANCE (TYPE-4)","","3","3","3","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","ICE CREEK",3075,2009,"RELATIVE ABUNDANCE (TYPE-4)","","18","18","18","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","ICE CREEK",3075,2010,"RELATIVE ABUNDANCE (TYPE-4)","","14","14","14","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","ICE CREEK",3075,2011,"RELATIVE ABUNDANCE (TYPE-4)","","3","3","3","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","ICE CREEK",3075,2012,"RELATIVE ABUNDANCE (TYPE-4)","","2","2","2","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","ICE CREEK",3075,2013,"RELATIVE ABUNDANCE (TYPE-4)","","8","8","8","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","ICE CREEK",3075,2014,"RELATIVE ABUNDANCE (TYPE-4)","","2","2","2","","","","","","","","","","","","RELATIVE ABUNDANCE (TYPE-4)"
"CK-12","ICE CREEK",3075,2015,"INFILL","","","34.4062713988814","","","","","","","","","","","","","QualFiltered"
"CK-12","ICE CREEK",3075,2016,"INFILL","","","25.0533889593223","","","","","","","","","","","","","QualFiltered"
"CK-12","ICE CREEK",3075,2017,"INFILL","","","13.4314517884628","","","","","","","","","","","","","QualFiltered"
"CK-12","ICE CREEK",3075,2018,"INFILL","","","14.563574040332","","","","","","","","","","","","","QualFiltered"
"CK-12","ICE CREEK",3075,2019,"INFILL","","","3.90770444985003","","","","","","","","","","","","","QualFiltered"
"CK-12","ICE CREEK",3075,2020,"INFILL","","","27.0307321630912","","","","","","","","","","","","","QualFiltered"
"CK-12","ICE CREEK",3075,2021,"INFILL","","","28.0616327298733","","","","","","","","","","","","","QualFiltered"
